comment;cleaned;normalisasi;filtered;steming_data;sentiment
Hp terbaik adalah hp yang kalian mampu pake sehari-hari tanpa membebani kondisi keuangan kalian;hp terbaik adalah hp yang kalian mampu pake seharihari tanpa membebani kondisi keuangan kalian;['hp', 'terbaik', 'adalah', 'hp', 'yang', 'kalian', 'mampu', 'pakai', 'seharihari', 'tanpa', 'membebani', 'kondisi', 'keuangan', 'kalian'];['hp', 'terbaik', 'hp', 'pakai', 'seharihari', 'membebani', 'kondisi', 'keuangan'];['hp', 'baik', 'hp', 'pakai', 'seharihari', 'beban', 'kondisi', 'uang'];netral
dari semua hp yang di sebutkan TETEP SERI POCO SANG  RAJA KELAS MENENGAH DAN KEBAWAH HP GAMING HAPE JANGKA LAMA. POKOKE THE BHEST DAH🔥;dari semua hp yang di sebutkan tetep seri poco sang  raja kelas menengah dan kebawah hp gaming hape jangka lama pokoke the bhest dah;['dari', 'semua', 'hp', 'yang', 'di', 'sebutkan', 'tetap', 'seri', 'poco', 'sang', 'raja', 'kelas', 'menengah', 'dan', 'kebawah', 'hp', 'gaming', 'hape', 'jangka', 'lama', 'pokoke', 'the', 'bhest', 'sudah'];['hp', 'sebutkan', 'seri', 'poco', 'sang', 'raja', 'kelas', 'menengah', 'kebawah', 'hp', 'gaming', 'hape', 'jangka', 'pokoke', 'the', 'bhest'];['hp', 'sebut', 'seri', 'poco', 'sang', 'raja', 'kelas', 'tengah', 'bawah', 'hp', 'gaming', 'hape', 'jangka', 'pokoke', 'the', 'bhest'];netral
Bang David HP 2jutaan yang fokus ke performa apa bang?;bang david hp jutaan yang fokus ke performa apa bang;['abang', 'david', 'hp', 'jutaan', 'yang', 'fokus', 'ke', 'performa', 'apa', 'abang'];['abang', 'david', 'hp', 'jutaan', 'fokus', 'performa', 'abang'];['abang', 'david', 'hp', 'juta', 'fokus', 'performa', 'abang'];netral
Udh ada yang make poco x7 pro kah? Menurut kalian gimn, worth it bngt ga?;udh ada yang make poco x pro kah menurut kalian gimn worth it bngt ga;['sudah', 'ada', 'yang', 'memakai', 'poco', 'kali', 'pro', 'kah', 'menurut', 'kalian', 'bagaimana', 'worth', 'itu', 'banget', 'tidak'];['memakai', 'poco', 'kali', 'pro', 'kah', 'worth', 'banget'];['pakai', 'poco', 'kali', 'pro', 'kah', 'worth', 'banget'];netral
budget 0-1,5jt tecno spark 30c worth ga ya;budget jt tecno spark c worth ga ya;['budget', 'juta', 'tecno', 'spark', 'sih', 'worth', 'tidak', 'ya'];['budget', 'juta', 'tecno', 'spark', 'sih', 'worth', 'ya'];['budget', 'juta', 'tecno', 'spark', 'sih', 'worth', 'ya'];netral
Samsung masih harus banyak belajar 😂;samsung masih harus banyak belajar;['samsung', 'masih', 'harus', 'banyak', 'belajar'];['samsung', 'belajar'];['samsung', 'ajar'];netral
Bang mending itel p65 atau redmi 14C;bang mending itel p atau redmi c;['abang', 'mending', 'itel', 'p', 'atau', 'redmi', 'sih'];['abang', 'mending', 'itel', 'p', 'redmi', 'sih'];['abang', 'mending', 'itel', 'p', 'redmi', 'sih'];positif
Untuk redmi 13 gacor gak ni atau ada yang pengguna redmi 13 gimana keluhannya;untuk redmi  gacor gak ni atau ada yang pengguna redmi  gimana keluhannya;['untuk', 'redmi', 'gacor', 'tidak', 'nih', 'atau', 'ada', 'yang', 'pengguna', 'redmi', 'bagaimana', 'keluhannya'];['redmi', 'gacor', 'nih', 'pengguna', 'redmi', 'keluhannya'];['redmi', 'gacor', 'nih', 'guna', 'redmi', 'keluh'];netral
09:45 @GadgetIn  itu 6jt an kan kalo di tokped makin mahal makin gede diskon Promo nya.;itu jt an kan kalo di tokped makin mahal makin gede diskon promo nya;['itu', 'juta', 'an', 'kan', 'kalau', 'di', 'tokped', 'makin', 'mahal', 'makin', 'gede', 'diskon', 'promo', 'ya'];['juta', 'an', 'tokped', 'mahal', 'gede', 'diskon', 'promo', 'ya'];['juta', 'an', 'tokped', 'mahal', 'gede', 'diskon', 'promo', 'ya'];netral
Bagusan mana Infinix hot 50 pro atau tecno spark 30 pro?;bagusan mana infinix hot  pro atau tecno spark  pro;['bagusan', 'mana', 'infinix', 'hot', 'pro', 'atau', 'tecno', 'spark', 'pro'];['bagusan', 'infinix', 'hot', 'pro', 'tecno', 'spark', 'pro'];['bagus', 'infinix', 'hot', 'pro', 'tecno', 'spark', 'pro'];netral
Google pixel kenapa gak pernah masuk rekomendasi bang David?;google pixel kenapa gak pernah masuk rekomendasi bang david;['google', 'pixel', 'kenapa', 'tidak', 'pernah', 'masuk', 'rekomendasi', 'abang', 'david'];['google', 'pixel', 'masuk', 'rekomendasi', 'abang', 'david'];['google', 'pixel', 'masuk', 'rekomendasi', 'abang', 'david'];netral
"Video yang di tunggu-tunggu❤
Rekomendasi hp";"video yang di tunggutunggu
rekomendasi hp";['video', 'yang', 'di', 'tunggutunggu', 'rekomendasi', 'hp'];['video', 'tunggutunggu', 'rekomendasi', 'hp'];['video', 'tunggutunggu', 'rekomendasi', 'hp'];netral
Hp 2 jtaan jadi panas karna trensen membabi buta deng 3 merek 😂;hp  jtaan jadi panas karna trensen membabi buta deng  merek;['hp', 'jtaan', 'jadi', 'panas', 'karena', 'trensen', 'membabi', 'buta', 'deng', 'merek'];['hp', 'jtaan', 'panas', 'trensen', 'membabi', 'buta', 'deng', 'merek'];['hp', 'jtaan', 'panas', 'trensen', 'babi', 'buta', 'deng', 'merek'];netral
"Bng, saya bingung mau beli samsung A56 atau vivo V50. Kebutuhan saya untuk foto dn video kegiatan kerjaan. Jdi butuh kamera yg bgus dn memo banyak. Pngalaman samsung, kurang mantep ktika foto objeknya manusia. Kira"" bgusnya yg mana ya?";bng saya bingung mau beli samsung a atau vivo v kebutuhan saya untuk foto dn video kegiatan kerjaan jdi butuh kamera yg bgus dn memo banyak pngalaman samsung kurang mantep ktika foto objeknya manusia kira bgusnya yg mana ya;['bang', 'saya', 'bingung', 'mau', 'beli', 'samsung', 'a', 'atau', 'vivo', 'v', 'kebutuhan', 'saya', 'untuk', 'foto', 'dan', 'video', 'kegiatan', 'pekerjaan', 'jadi', 'butuh', 'kamera', 'yang', 'bagus', 'dan', 'memo', 'banyak', 'pngalaman', 'samsung', 'kurang', 'mantap', 'ketika', 'foto', 'objeknya', 'manusia', 'kira', 'bgusnya', 'yang', 'mana', 'ya'];['bang', 'bingung', 'beli', 'samsung', 'a', 'vivo', 'v', 'kebutuhan', 'foto', 'video', 'kegiatan', 'pekerjaan', 'butuh', 'kamera', 'bagus', 'memo', 'pngalaman', 'samsung', 'mantap', 'foto', 'objeknya', 'manusia', 'bgusnya', 'ya'];['bang', 'bingung', 'beli', 'samsung', 'a', 'vivo', 'v', 'butuh', 'foto', 'video', 'giat', 'kerja', 'butuh', 'kamera', 'bagus', 'memo', 'pngalaman', 'samsung', 'mantap', 'foto', 'objek', 'manusia', 'bgusnya', 'ya'];netral
V50;v;['v'];['v'];['v'];netral
@KUMA.007  oke makasih sarannya;oke makasih sarannya;['oke', 'terima kasih', 'sarannya'];['oke', 'terima kasih', 'sarannya'];['oke', 'terima kasih', 'saran'];netral
Knpa google pixel gk prnh masuk kategori hp rekomendasi bang?;knpa google pixel gk prnh masuk kategori hp rekomendasi bang;['kenapa', 'google', 'pixel', 'tidak', 'pernah', 'masuk', 'kategori', 'hp', 'rekomendasi', 'abang'];['google', 'pixel', 'masuk', 'kategori', 'hp', 'rekomendasi', 'abang'];['google', 'pixel', 'masuk', 'kategori', 'hp', 'rekomendasi', 'abang'];netral
Karena tidak resmi di Indonesia;karena tidak resmi di indonesia;['karena', 'tidak', 'resmi', 'di', 'indonesia'];['resmi', 'indonesia'];['resmi', 'indonesia'];positif
Bang iqoo ga di ajak?;bang iqoo ga di ajak;['abang', 'iqoo', 'tidak', 'di', 'ajak'];['abang', 'iqoo', 'ajak'];['abang', 'iqoo', 'ajak'];netral
colour os sepenting apa emang??;colour os sepenting apa emang;['colour', 'os', 'sepenting', 'apa', 'memang'];['colour', 'os', 'sepenting'];['colour', 'os', 'penting'];netral
Nonton pake IP15 baru beli kmren eh video ini keluar😅;nonton pake ip baru beli kmren eh video ini keluar;['menonton', 'pakai', 'ip', 'baru', 'beli', 'kemarin', 'eh', 'video', 'ini', 'keluar'];['menonton', 'pakai', 'ip', 'beli', 'kemarin', 'eh', 'video'];['tonton', 'pakai', 'ip', 'beli', 'kemarin', 'eh', 'video'];netral
tumbennn Redmi Note udah gak pegang juaraaa 😮;tumbennn redmi note udah gak pegang juaraaa;['tumbennn', 'redmi', 'note', 'sudah', 'tidak', 'pegang', 'juaraaa'];['tumbennn', 'redmi', 'note', 'pegang', 'juaraaa'];['tumbennn', 'redmi', 'note', 'pegang', 'juaraaa'];netral
🙏;;[];[];[];netral
Bang David, saya dpt gaji pertama saya beli poco x6 pro di bulan Agustus 2024. Total 7 bulan pemakaian skrg hp saya kena di motherboard karena overheat meleleh panas. Dan saya ga punya uang lg pake beli hp. Kembali pake hp lama saya.;bang david saya dpt gaji pertama saya beli poco x pro di bulan agustus  total  bulan pemakaian skrg hp saya kena di motherboard karena overheat meleleh panas dan saya ga punya uang lg pake beli hp kembali pake hp lama saya;['abang', 'david', 'saya', 'dapat', 'gaji', 'pertama', 'saya', 'beli', 'poco', 'kali', 'pro', 'di', 'bulan', 'agustus', 'total', 'bulan', 'pemakaian', 'sekarang', 'hp', 'saya', 'kena', 'di', 'motherboard', 'karena', 'overheat', 'meleleh', 'panas', 'dan', 'saya', 'tidak', 'punya', 'uang', 'lagi', 'pakai', 'beli', 'hp', 'kembali', 'pakai', 'hp', 'lama', 'saya'];['abang', 'david', 'gaji', 'beli', 'poco', 'kali', 'pro', 'agustus', 'total', 'pemakaian', 'hp', 'kena', 'motherboard', 'overheat', 'meleleh', 'panas', 'uang', 'pakai', 'beli', 'hp', 'pakai', 'hp'];['abang', 'david', 'gaji', 'beli', 'poco', 'kali', 'pro', 'agustus', 'total', 'pakai', 'hp', 'kena', 'motherboard', 'overheat', 'leleh', 'panas', 'uang', 'pakai', 'beli', 'hp', 'pakai', 'hp'];netral
saranya dongg mnding beli infinix hot 50 atau itel rs4, bingung bgtt nihh tkutt salah pilih;saranya dongg mnding beli infinix hot  atau itel rs bingung bgtt nihh tkutt salah pilih;['saranya', 'dong', 'mending', 'beli', 'infinix', 'hot', 'atau', 'itel', 'rs', 'bingung', 'banget', 'nih', 'tkutt', 'salah', 'pilih'];['saranya', 'mending', 'beli', 'infinix', 'hot', 'itel', 'rs', 'bingung', 'banget', 'nih', 'tkutt', 'salah', 'pilih'];['sara', 'mending', 'beli', 'infinix', 'hot', 'itel', 'rs', 'bingung', 'banget', 'nih', 'tkutt', 'salah', 'pilih'];negatif
kok ngak ada poco m6pro;kok ngak ada poco mpro;['kok', 'tidak', 'ada', 'poco', 'mpro'];['poco', 'mpro'];['poco', 'mpro'];netral
Poco f6 GK masuk bang;poco f gk masuk bang;['poco', 'f', 'tidak', 'masuk', 'abang'];['poco', 'f', 'masuk', 'abang'];['poco', 'f', 'masuk', 'abang'];netral
Alhamdulillah dapet pocox7 pro di 4.100.000 jt an🥰🥰🥰;alhamdulillah dapet pocox pro di  jt an;['alhamdulillah', 'dapat', 'pocox', 'pro', 'di', 'juta', 'an'];['alhamdulillah', 'pocox', 'pro', 'juta', 'an'];['alhamdulillah', 'pocox', 'pro', 'juta', 'an'];netral
bang, sistem bypass charging ada ato tidak tolong di spil dong, itu fitur bagus banget terutama bagi gamer dan baterai makin awet juga;bang sistem bypass charging ada ato tidak tolong di spil dong itu fitur bagus banget terutama bagi gamer dan baterai makin awet juga;['abang', 'sistem', 'bypass', 'charging', 'ada', 'atau', 'tidak', 'tolong', 'di', 'spil', 'dong', 'itu', 'fitur', 'bagus', 'banget', 'terutama', 'bagi', 'gamer', 'dan', 'baterai', 'makin', 'awet', 'juga'];['abang', 'sistem', 'bypass', 'charging', 'tolong', 'spil', 'fitur', 'bagus', 'banget', 'gamer', 'baterai', 'awet'];['abang', 'sistem', 'bypass', 'charging', 'tolong', 'spil', 'fitur', 'bagus', 'banget', 'gamer', 'baterai', 'awet'];positif
"Kalaw mau ganti HP, gak pke pikir lgi. Pasti pke rekom dari gadgetin. 

Mksh om david. Lanjutkan smoga langgeng n sukses slalu.";"kalaw mau ganti hp gak pke pikir lgi pasti pke rekom dari gadgetin 

mksh om david lanjutkan smoga langgeng n sukses slalu";['kalaw', 'mau', 'ganti', 'hp', 'tidak', 'pakai', 'pikir', 'lagi', 'pasti', 'pakai', 'rekom', 'dari', 'gadgetin', 'terima kasih', 'om', 'david', 'lanjutkan', 'semoga', 'langgeng', 'n', 'sukses', 'selalu'];['kalaw', 'ganti', 'hp', 'pakai', 'pikir', 'pakai', 'rekom', 'gadgetin', 'terima kasih', 'om', 'david', 'lanjutkan', 'semoga', 'langgeng', 'n', 'sukses'];['kalaw', 'ganti', 'hp', 'pakai', 'pikir', 'pakai', 'rekom', 'gadgetin', 'terima kasih', 'om', 'david', 'lanjut', 'moga', 'langgeng', 'n', 'sukses'];positif
Nonton video ini dr hp realme 5i belum bisa ganti hp karna kebutuhan lain sangat luar biasa semoga bisa kebeli bekas gak apa²;nonton video ini dr hp realme i belum bisa ganti hp karna kebutuhan lain sangat luar biasa semoga bisa kebeli bekas gak apa;['menonton', 'video', 'ini', 'dari', 'hp', 'realme', 'i', 'belum', 'bisa', 'ganti', 'hp', 'karena', 'kebutuhan', 'lain', 'sangat', 'luar', 'biasa', 'semoga', 'bisa', 'kebeli', 'bekas', 'tidak', 'apa'];['menonton', 'video', 'hp', 'realme', 'i', 'ganti', 'hp', 'kebutuhan', 'semoga', 'kebeli', 'bekas'];['tonton', 'video', 'hp', 'realme', 'i', 'ganti', 'hp', 'butuh', 'moga', 'kebel', 'bekas'];netral
Techno spark 30 pro ama infinix not 50 pro bagusan mana klo buat game?;techno spark  pro ama infinix not  pro bagusan mana klo buat game;['techno', 'spark', 'pro', 'sama', 'infinix', 'not', 'pro', 'bagusan', 'mana', 'kalau', 'buat', 'game'];['techno', 'spark', 'pro', 'infinix', 'not', 'pro', 'bagusan', 'game'];['techno', 'spark', 'pro', 'infinix', 'not', 'pro', 'bagus', 'game'];netral
kebanyakan basa basi;kebanyakan basa basi;['kebanyakan', 'basa', 'basi'];['kebanyakan', 'basa', 'basi'];['banyak', 'basa', 'basi'];netral
Saya tetap pilih ip 16 pro max dan samsung s25 plus udh itu aja;saya tetap pilih ip  pro max dan samsung s plus udh itu aja;['saya', 'tetap', 'pilih', 'ip', 'pro', 'max', 'dan', 'samsung', 'si', 'plus', 'sudah', 'itu', 'saja'];['pilih', 'ip', 'pro', 'max', 'samsung', 'si', 'plus'];['pilih', 'ip', 'pro', 'max', 'samsung', 'si', 'plus'];positif
Saran dong, mungkin semua bagus, bagi pemula bingung nih, beli iphone 16/samsung 24u/s25u;saran dong mungkin semua bagus bagi pemula bingung nih beli iphone samsung usu;['saran', 'dong', 'mungkin', 'semua', 'bagus', 'bagi', 'pemula', 'bingung', 'nih', 'beli', 'iphone', 'samsung', 'usu'];['saran', 'bagus', 'pemula', 'bingung', 'nih', 'beli', 'iphone', 'samsung', 'usu'];['saran', 'bagus', 'mula', 'bingung', 'nih', 'beli', 'iphone', 'samsung', 'usu'];negatif
S25U bisa foto objek jauh;su bisa foto objek jauh;['su', 'bisa', 'foto', 'objek', 'jauh'];['su', 'foto', 'objek'];['su', 'foto', 'objek'];netral
iPhone 15 ga masuk ya 😂;iphone  ga masuk ya;['iphone', 'tidak', 'masuk', 'ya'];['iphone', 'masuk', 'ya'];['iphone', 'masuk', 'ya'];netral
Bang david iphone 11 pro max apa masih worth it di 2025?? Untuk pemakaian jangka panjang;bang david iphone  pro max apa masih worth it di  untuk pemakaian jangka panjang;['abang', 'david', 'iphone', 'pro', 'max', 'apa', 'masih', 'worth', 'itu', 'di', 'untuk', 'pemakaian', 'jangka', 'panjang'];['abang', 'david', 'iphone', 'pro', 'max', 'worth', 'pemakaian', 'jangka'];['abang', 'david', 'iphone', 'pro', 'max', 'worth', 'pakai', 'jangka'];netral
Halo saya mau nanya nih saya bingung milih hp 3-4 jutan lebih milih apa ya;halo saya mau nanya nih saya bingung milih hp  jutan lebih milih apa ya;['halo', 'saya', 'mau', 'bertanya', 'nih', 'saya', 'bingung', 'memilih', 'hp', 'jutan', 'lebih', 'memilih', 'apa', 'ya'];['halo', 'nih', 'bingung', 'memilih', 'hp', 'jutan', 'memilih', 'ya'];['halo', 'nih', 'bingung', 'pilih', 'hp', 'jutan', 'pilih', 'ya'];negatif
Bagus infinix 50 pro atau iqqo z9?;bagus infinix  pro atau iqqo z;['bagus', 'infinix', 'pro', 'atau', 'iqqo', 'saja'];['bagus', 'infinix', 'pro', 'iqqo'];['bagus', 'infinix', 'pro', 'iqqo'];netral
Sinyal daya beli masyarakat lagi lemah brand brand hp cukup cerdas bisa nangkep sinyal ini makanya di gempur di range 2 sampe 3 juta an😅😅😅;sinyal daya beli masyarakat lagi lemah brand brand hp cukup cerdas bisa nangkep sinyal ini makanya di gempur di range  sampe  juta an;['sinyal', 'daya', 'beli', 'masyarakat', 'lagi', 'lemah', 'brand', 'brand', 'hp', 'cukup', 'cerdas', 'bisa', 'nangkep', 'sinyal', 'ini', 'makanya', 'di', 'gempur', 'di', 'range', 'sampai', 'juta', 'an'];['sinyal', 'daya', 'beli', 'masyarakat', 'lemah', 'brand', 'brand', 'hp', 'cerdas', 'nangkep', 'sinyal', 'gempur', 'range', 'juta', 'an'];['sinyal', 'daya', 'beli', 'masyarakat', 'lemah', 'brand', 'brand', 'hp', 'cerdas', 'nangkep', 'sinyal', 'gempur', 'range', 'juta', 'an'];positif
Rekomendasi laptop bang😊;rekomendasi laptop bang;['rekomendasi', 'laptop', 'abang'];['rekomendasi', 'laptop', 'abang'];['rekomendasi', 'laptop', 'abang'];netral
Infinik gt20 pro gak termasuk 😅;infinik gt pro gak termasuk;['infinik', 'begitu', 'pro', 'tidak', 'termasuk'];['infinik', 'pro'];['infinik', 'pro'];netral
iqoo 13 yg didewain orang2 tiktok kok ga masuk rekomendasi?;iqoo  yg didewain orang tiktok kok ga masuk rekomendasi;['iqoo', 'yang', 'didewain', 'orang', 'tiktok', 'kok', 'tidak', 'masuk', 'rekomendasi'];['iqoo', 'didewain', 'orang', 'tiktok', 'masuk', 'rekomendasi'];['iqoo', 'didewain', 'orang', 'tiktok', 'masuk', 'rekomendasi'];netral
laptop dong bang... tolong di review edisi lebaran;laptop dong bang tolong di review edisi lebaran;['laptop', 'dong', 'abang', 'tolong', 'di', 'review', 'edisi', 'lebaran'];['laptop', 'abang', 'tolong', 'review', 'edisi', 'lebaran'];['laptop', 'abang', 'tolong', 'review', 'edisi', 'lebaran'];netral
Njirrr emang bener nyesel beli redmi note 14 5G. Mending kingfinix🥲. Dulu sempet bingung beli yg mana. Sekarang malah kerasa bedanya😂;njirrr emang bener nyesel beli redmi note  g mending kingfinix dulu sempet bingung beli yg mana sekarang malah kerasa bedanya;['anjir', 'memang', 'benar', 'menyesal', 'beli', 'redmi', 'note', 'tidak', 'mending', 'kingfinix', 'dulu', 'sempat', 'bingung', 'beli', 'yang', 'mana', 'sekarang', 'malah', 'kerasa', 'bedanya'];['anjir', 'menyesal', 'beli', 'redmi', 'note', 'mending', 'kingfinix', 'bingung', 'beli', 'kerasa', 'bedanya'];['anjir', 'sesal', 'beli', 'redmi', 'note', 'mending', 'kingfinix', 'bingung', 'beli', 'rasa', 'beda'];negatif
Klo untuk hp gaming dengan budget 1,5-1,8 apa ya rekomendasinya?;klo untuk hp gaming dengan budget  apa ya rekomendasinya;['kalau', 'untuk', 'hp', 'gaming', 'dengan', 'budget', 'apa', 'ya', 'rekomendasinya'];['hp', 'gaming', 'budget', 'ya', 'rekomendasinya'];['hp', 'gaming', 'budget', 'ya', 'rekomendasi'];netral
Bg tolong buat rekomendasi hp gaming harga 1 JT sampai 5 jt;bg tolong buat rekomendasi hp gaming harga  jt sampai  jt;['bang', 'tolong', 'buat', 'rekomendasi', 'hp', 'gaming', 'harga', 'juta', 'sampai', 'juta'];['bang', 'tolong', 'rekomendasi', 'hp', 'gaming', 'harga', 'juta', 'juta'];['bang', 'tolong', 'rekomendasi', 'hp', 'gaming', 'harga', 'juta', 'juta'];netral
Mending beli Infinix zero 30 4G atau Tecno pova 6?;mending beli infinix zero  g atau tecno pova;['mending', 'beli', 'infinix', 'zero', 'tidak', 'atau', 'tecno', 'pova'];['mending', 'beli', 'infinix', 'zero', 'tecno', 'pova'];['mending', 'beli', 'infinix', 'zero', 'tecno', 'pova'];positif
Kalo redmi note 13 pro 5g 8/256 rekomen ga?;kalo redmi note  pro g  rekomen ga;['kalau', 'redmi', 'note', 'pro', 'tidak', 'rekomen', 'tidak'];['redmi', 'note', 'pro', 'rekomen'];['redmi', 'note', 'pro', 'rekomen'];netral
Yg 3 jutaan kalau butuh 5g;yg  jutaan kalau butuh g;['yang', 'jutaan', 'kalau', 'butuh', 'tidak'];['jutaan', 'butuh'];['juta', 'butuh'];netral
Zte groub mana bang, nubia neo 2 5G gw dapet kemaren di harga 2 jt pas, dapet spek gaming mid level, antutu 500k, nfc ada, ufs, 2.7 hz octacore, minus panas 45°🗿;zte groub mana bang nubia neo  g gw dapet kemaren di harga  jt pas dapet spek gaming mid level antutu k nfc ada ufs  hz octacore minus panas;['zte', 'groub', 'mana', 'abang', 'nubia', 'neo', 'tidak', 'gue', 'dapat', 'kemarin', 'di', 'harga', 'juta', 'pas', 'dapat', 'spek', 'gaming', 'mid', 'level', 'antutu', 'ke', 'nfc', 'ada', 'ufs', 'hz', 'octacore', 'minus', 'panas'];['zte', 'groub', 'abang', 'nubia', 'neo', 'gue', 'kemarin', 'harga', 'juta', 'pas', 'spek', 'gaming', 'mid', 'level', 'antutu', 'nfc', 'ufs', 'hz', 'octacore', 'minus', 'panas'];['zte', 'groub', 'abang', 'nubia', 'neo', 'gue', 'kemarin', 'harga', 'juta', 'pas', 'spek', 'gaming', 'mid', 'level', 'antutu', 'nfc', 'ufs', 'hz', 'octacore', 'minus', 'panas'];netral
Sebelum nonton video ini, bapakku beli Infinix Hot 50. Ternyata Infinix Hot 50 juara di 1,5jt-2jt versi Gadgetin. Bersyukur gak salah beli.;sebelum nonton video ini bapakku beli infinix hot  ternyata infinix hot  juara di jtjt versi gadgetin bersyukur gak salah beli;['sebelum', 'menonton', 'video', 'ini', 'bapakku', 'beli', 'infinix', 'hot', 'ternyata', 'infinix', 'hot', 'juara', 'di', 'jtjt', 'versi', 'gadgetin', 'bersyukur', 'tidak', 'salah', 'beli'];['menonton', 'video', 'bapakku', 'beli', 'infinix', 'hot', 'infinix', 'hot', 'juara', 'jtjt', 'versi', 'gadgetin', 'bersyukur', 'salah', 'beli'];['tonton', 'video', 'bapak', 'beli', 'infinix', 'hot', 'infinix', 'hot', 'juara', 'jtjt', 'versi', 'gadgetin', 'syukur', 'salah', 'beli'];negatif
Bang, suka panas gt g klo dipake nontn yt? Aku jg mw beli buat mama budget 2 jutaan;bang suka panas gt g klo dipake nontn yt aku jg mw beli buat mama budget  jutaan;['abang', 'suka', 'panas', 'begitu', 'tidak', 'kalau', 'dipakai', 'nontn', 'yt', 'aku', 'juga', 'mau', 'beli', 'buat', 'mama', 'budget', 'jutaan'];['abang', 'suka', 'panas', 'dipakai', 'nontn', 'yt', 'beli', 'mama', 'budget', 'jutaan'];['abang', 'suka', 'panas', 'pakai', 'nontn', 'yt', 'beli', 'mama', 'budget', 'juta'];netral
alhamdulillah sekarang pake infinix note 40 yg kebeli thn kemarin diharga 2.2 sebelumnya pake samsung a10 kurleb 5thn+, ganti karena a10 saya rusak emmc;alhamdulillah sekarang pake infinix note  yg kebeli thn kemarin diharga  sebelumnya pake samsung a kurleb thn ganti karena a saya rusak emmc;['alhamdulillah', 'sekarang', 'pakai', 'infinix', 'note', 'yang', 'kebeli', 'tahun', 'kemarin', 'diharga', 'sebelumnya', 'pakai', 'samsung', 'a', 'kurleb', 'tahun', 'ganti', 'karena', 'a', 'saya', 'rusak', 'emmc'];['alhamdulillah', 'pakai', 'infinix', 'note', 'kebeli', 'kemarin', 'diharga', 'pakai', 'samsung', 'a', 'kurleb', 'ganti', 'a', 'rusak', 'emmc'];['alhamdulillah', 'pakai', 'infinix', 'note', 'kebel', 'kemarin', 'harga', 'pakai', 'samsung', 'a', 'kurleb', 'ganti', 'a', 'rusak', 'emmc'];negatif
